section,cohort,architecture,rung,label_key,diagnosis,sample_size,metric,value,lower_95,upper_95
rung_parameters,ningbo,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,estimated_target_prevalence,1e-06,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,true_target_prevalence,0.01535596619395502,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,prevalence_absolute_error,0.015354966193955022,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,validation_true_positive_rate,0.3717948717948718,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,validation_false_positive_rate,0.018052256532066508,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,target_flagged_rate,0.011488325454805902,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,threshold,0.24984336892763773,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426783006,sinus rhythm,,slope,1.0,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426783006,sinus rhythm,,offset,-1.4525209391942298,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426783006,sinus rhythm,,source_prevalence,0.82971638534849,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426783006,sinus rhythm,,estimated_target_prevalence,0.5327275481057768,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426783006,sinus rhythm,,true_target_prevalence,0.18046125196963186,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426783006,sinus rhythm,,prevalence_absolute_error,0.35226629613614496,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426783006,sinus rhythm,,validation_true_positive_rate,0.9809417040358744,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426783006,sinus rhythm,,validation_false_positive_rate,0.2756892230576441,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426783006,sinus rhythm,,target_flagged_rate,0.6513966480446928,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426783006,sinus rhythm,,threshold,0.5494364003340403,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,slope,1.0,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,offset,0.799404826137454,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,source_prevalence,0.02560569525777931,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,estimated_target_prevalence,0.055221589220418324,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,true_target_prevalence,0.030454089671966767,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,prevalence_absolute_error,0.024767499548451557,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,validation_true_positive_rate,0.45454545454545453,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,validation_false_positive_rate,0.021616541353383457,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,target_flagged_rate,0.04552356395931815,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,threshold,0.10775382816791534,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164917005,qwave abnormal,,slope,1.0,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164917005,qwave abnormal,,offset,-10.157937008474882,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164917005,qwave abnormal,,source_prevalence,0.025146400275576988,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164917005,qwave abnormal,,estimated_target_prevalence,1e-06,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164917005,qwave abnormal,,true_target_prevalence,0.023721529866781263,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164917005,qwave abnormal,,prevalence_absolute_error,0.023720529866781262,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164917005,qwave abnormal,,validation_true_positive_rate,0.36363636363636365,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164917005,qwave abnormal,,validation_false_positive_rate,0.018796992481203006,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164917005,qwave abnormal,,target_flagged_rate,0.009769374015184072,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164917005,qwave abnormal,,threshold,0.20258216311534247,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,47665007,right axis deviation,,slope,1.0,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,47665007,right axis deviation,,offset,1.1568548647352204,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,47665007,right axis deviation,,source_prevalence,0.01613273624985647,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,47665007,right axis deviation,,estimated_target_prevalence,0.04955789755972642,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,47665007,right axis deviation,,true_target_prevalence,0.018278183641312132,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,47665007,right axis deviation,,prevalence_absolute_error,0.03127971391841429,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,47665007,right axis deviation,,validation_true_positive_rate,0.7777777777777778,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,47665007,right axis deviation,,validation_false_positive_rate,0.008849557522123894,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,47665007,right axis deviation,,target_flagged_rate,0.046956023492336345,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,47665007,right axis deviation,,threshold,0.17966051896413168,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,slope,1.0,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,offset,0.2637784728213943,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,source_prevalence,0.029222643242622574,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,estimated_target_prevalence,0.03771057099883607,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,true_target_prevalence,0.3629852456668099,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,prevalence_absolute_error,0.32527467466797383,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,validation_true_positive_rate,0.671875,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,validation_false_positive_rate,0.0075507314771118455,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,target_flagged_rate,0.03260277897149406,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,threshold,0.4070141911506653,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,slope,1.0,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,offset,1.402103770225034,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,source_prevalence,0.037949247904466646,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,estimated_target_prevalence,0.13815326715336992,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,true_target_prevalence,0.16292794728548918,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,prevalence_absolute_error,0.024774680132119253,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,validation_true_positive_rate,0.8674698795180723,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,validation_false_positive_rate,0.008571428571428572,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,target_flagged_rate,0.12723105572267585,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,threshold,0.4097171127796173,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164934002,t wave abnormal,,slope,1.0,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164934002,t wave abnormal,,offset,0.3273382941100391,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164934002,t wave abnormal,,source_prevalence,0.10764726145366862,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164934002,t wave abnormal,,estimated_target_prevalence,0.1433594336276759,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164934002,t wave abnormal,,true_target_prevalence,0.1480303681421,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164934002,t wave abnormal,,prevalence_absolute_error,0.004670934514424102,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164934002,t wave abnormal,,validation_true_positive_rate,0.7063829787234043,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164934002,t wave abnormal,,validation_false_positive_rate,0.08264887063655031,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164934002,t wave abnormal,,target_flagged_rate,0.17206703910614526,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,164934002,t wave abnormal,,threshold,0.3178183635075887,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,59931005,t wave inversion,,slope,1.0,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,59931005,t wave inversion,,offset,0.2603019125320305,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,59931005,t wave inversion,,source_prevalence,0.013491790102193134,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,59931005,t wave inversion,,estimated_target_prevalence,0.01743326032590327,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,59931005,t wave inversion,,true_target_prevalence,0.07792579859618966,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,59931005,t wave inversion,,prevalence_absolute_error,0.06049253827028639,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,59931005,t wave inversion,,validation_true_positive_rate,0.23333333333333334,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,59931005,t wave inversion,,validation_false_positive_rate,0.006502554575011612,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,59931005,t wave inversion,,target_flagged_rate,0.010456954591032804,,
rung_parameters,ningbo,xresnet1d101,bbse_hard,59931005,t wave inversion,,threshold,0.2626289228598277,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,733534002|164909002,complete left bundle branch block / left bundle branch block,,per_label_ece,0.0011918378277748656,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,733534002|164909002,complete left bundle branch block / left bundle branch block,,macro_share,0.0010895693400525157,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,713427006|59118001,complete right bundle branch block / right bundle branch block,,per_label_ece,0.006886440978887554,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,713427006|59118001,complete right bundle branch block / right bundle branch block,,macro_share,0.006295533484354596,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,270492004,1st degree av block,,per_label_ece,0.00699660159055801,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,270492004,1st degree av block,,macro_share,0.006396241501972773,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,39732003,left axis deviation,,per_label_ece,0.0687008343384653,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,39732003,left axis deviation,,macro_share,0.06280579537483735,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,698252002,nonspecific intraventricular conduction disorder,,per_label_ece,0.012277684669446618,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,698252002,nonspecific intraventricular conduction disorder,,macro_share,0.011224168650224103,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,426783006,sinus rhythm,,per_label_ece,0.4760319200411667,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,426783006,sinus rhythm,,macro_share,0.43518486565536413,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,284470004|63593006,premature atrial contraction / supraventricular premature beats,,per_label_ece,0.009404242136165855,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,284470004|63593006,premature atrial contraction / supraventricular premature beats,,macro_share,0.00859728870758064,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,164917005,qwave abnormal,,per_label_ece,0.0077799712593326536,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,164917005,qwave abnormal,,macro_share,0.007112392267733814,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,47665007,right axis deviation,,per_label_ece,0.014863984813881055,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,47665007,right axis deviation,,macro_share,0.013588545141621604,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,426177001,sinus bradycardia,,per_label_ece,0.3178728484737836,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,426177001,sinus bradycardia,,macro_share,0.2905970104832225,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,427084000,sinus tachycardia,,per_label_ece,0.0486114018314414,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,427084000,sinus tachycardia,,macro_share,0.04444018454372827,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,164934002,t wave abnormal,,per_label_ece,0.06097367384688354,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,164934002,t wave abnormal,,macro_share,0.055741682320957185,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,59931005,t wave inversion,,per_label_ece,0.06226994356987113,,
per_label_ece_share,ningbo,xresnet1d101,uncalibrated,59931005,t wave inversion,,macro_share,0.0569267225283506,,
prevalence_estimation,ningbo,xresnet1d101,sld_em,,,,mean_absolute_error,0.07290349766770268,,
prevalence_estimation,ningbo,xresnet1d101,bbse_hard,,,,mean_absolute_error,0.06893680494391095,,
equal_mass_binning,ningbo,xresnet1d101,uncalibrated,,,,macro_per_label_ece_equal_width,0.0841431834905891,,
equal_mass_binning,ningbo,xresnet1d101,uncalibrated,,,,macro_per_label_ece_equal_mass,0.08460685527460007,,
equal_mass_binning,ningbo,xresnet1d101,registered_temperature,,,,macro_per_label_ece_equal_width,0.08366833381891964,,
equal_mass_binning,ningbo,xresnet1d101,registered_temperature,,,,macro_per_label_ece_equal_mass,0.08421191670641705,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,100,mean,0.020152590829700567,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,100,percentile_2_5,0.014779023845012685,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,100,percentile_97_5,0.026605704480573908,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,250,mean,0.014724834689901179,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,250,percentile_2_5,0.011764615443864236,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,250,percentile_97_5,0.018018229268633532,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,500,mean,0.01193850343722129,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,500,percentile_2_5,0.010364549274204845,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,500,percentile_97_5,0.014034260771086974,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,1000,mean,0.00973319719651258,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,1000,percentile_2_5,0.008453581173461072,,
recovery_curve,ningbo,xresnet1d101,held_out_platt,,,1000,percentile_97_5,0.010677643638028965,,
ladder,ningbo,s4d,uncalibrated,,,,macro_per_label_ece,0.08618570156936653,0.08549109074218905,0.08714221694751371
ladder,ningbo,s4d,uncalibrated,,,,pooled_ece,0.07144749230317765,,
ladder,ningbo,s4d,uncalibrated,,,,macro_brier,0.08743599379527796,,
ladder,ningbo,s4d,registered_temperature,,,,macro_per_label_ece,0.08546164020497755,0.08474863872020041,0.08630947021467901
ladder,ningbo,s4d,registered_temperature,,,,pooled_ece,0.06634045349422749,,
ladder,ningbo,s4d,registered_temperature,,,,macro_brier,0.08587389611361412,,
rung_parameters,ningbo,s4d,registered_temperature,733534002|164909002,complete left bundle branch block / left bundle branch block,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,713427006|59118001,complete right bundle branch block / right bundle branch block,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,270492004,1st degree av block,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,39732003,left axis deviation,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,698252002,nonspecific intraventricular conduction disorder,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,426783006,sinus rhythm,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,284470004|63593006,premature atrial contraction / supraventricular premature beats,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,164917005,qwave abnormal,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,47665007,right axis deviation,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,426177001,sinus bradycardia,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,427084000,sinus tachycardia,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,164934002,t wave abnormal,,temperature,1.1200773288040873,,
rung_parameters,ningbo,s4d,registered_temperature,59931005,t wave inversion,,temperature,1.1200773288040873,,
ladder,ningbo,s4d,oracle_global_temperature,,,,macro_per_label_ece,0.1068826190076185,,
ladder,ningbo,s4d,oracle_global_temperature,,,,pooled_ece,0.058369756588694775,,
ladder,ningbo,s4d,oracle_global_temperature,,,,macro_brier,0.07860999364408551,,
rung_parameters,ningbo,s4d,oracle_global_temperature,733534002|164909002,complete left bundle branch block / left bundle branch block,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,733534002|164909002,complete left bundle branch block / left bundle branch block,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,713427006|59118001,complete right bundle branch block / right bundle branch block,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,713427006|59118001,complete right bundle branch block / right bundle branch block,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,270492004,1st degree av block,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,270492004,1st degree av block,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,39732003,left axis deviation,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,39732003,left axis deviation,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,698252002,nonspecific intraventricular conduction disorder,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,698252002,nonspecific intraventricular conduction disorder,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,426783006,sinus rhythm,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,426783006,sinus rhythm,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,284470004|63593006,premature atrial contraction / supraventricular premature beats,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,284470004|63593006,premature atrial contraction / supraventricular premature beats,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,164917005,qwave abnormal,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,164917005,qwave abnormal,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,47665007,right axis deviation,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,47665007,right axis deviation,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,426177001,sinus bradycardia,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,426177001,sinus bradycardia,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,427084000,sinus tachycardia,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,427084000,sinus tachycardia,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,164934002,t wave abnormal,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,164934002,t wave abnormal,,slope,0.46633351440601584,,
rung_parameters,ningbo,s4d,oracle_global_temperature,59931005,t wave inversion,,temperature,2.144388016533044,,
rung_parameters,ningbo,s4d,oracle_global_temperature,59931005,t wave inversion,,slope,0.46633351440601584,,
ladder,ningbo,s4d,oracle_per_label_temperature,,,,macro_per_label_ece,0.06335714283781552,,
ladder,ningbo,s4d,oracle_per_label_temperature,,,,pooled_ece,0.04493899086968893,,
ladder,ningbo,s4d,oracle_per_label_temperature,,,,macro_brier,0.0618269598803253,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,733534002|164909002,complete left bundle branch block / left bundle branch block,,temperature,1.0709080080647284,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,733534002|164909002,complete left bundle branch block / left bundle branch block,,slope,0.9337870222925417,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,713427006|59118001,complete right bundle branch block / right bundle branch block,,temperature,1.1918291870133069,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,713427006|59118001,complete right bundle branch block / right bundle branch block,,slope,0.8390464094154081,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,270492004,1st degree av block,,temperature,1.0395478167257353,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,270492004,1st degree av block,,slope,0.9619567122460042,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,39732003,left axis deviation,,temperature,1.2889997832437428,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,39732003,left axis deviation,,slope,0.7757953205263693,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,698252002,nonspecific intraventricular conduction disorder,,temperature,1.023077484037081,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,698252002,nonspecific intraventricular conduction disorder,,slope,0.9774430730837542,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,426783006,sinus rhythm,,temperature,148.41313908118516,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,426783006,sinus rhythm,,slope,0.006737947908055355,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,284470004|63593006,premature atrial contraction / supraventricular premature beats,,temperature,1.050283166662053,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,284470004|63593006,premature atrial contraction / supraventricular premature beats,,slope,0.952124181117879,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,164917005,qwave abnormal,,temperature,1.1959221624509484,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,164917005,qwave abnormal,,slope,0.836174820901871,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,47665007,right axis deviation,,temperature,1.2436906990029306,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,47665007,right axis deviation,,slope,0.8040584373604321,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,426177001,sinus bradycardia,,temperature,4.480880557349167,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,426177001,sinus bradycardia,,slope,0.2231704209030708,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,427084000,sinus tachycardia,,temperature,1.4423261565005172,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,427084000,sinus tachycardia,,slope,0.6933244575043116,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,164934002,t wave abnormal,,temperature,1.7177717154687508,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,164934002,t wave abnormal,,slope,0.5821495318585549,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,59931005,t wave inversion,,temperature,2.156255673634643,,
rung_parameters,ningbo,s4d,oracle_per_label_temperature,59931005,t wave inversion,,slope,0.4637668956549911,,
ladder,ningbo,s4d,oracle_per_label_offset,,,,macro_per_label_ece,0.021325030562846518,0.021008933958488525,0.022127739209724284
ladder,ningbo,s4d,oracle_per_label_offset,,,,pooled_ece,0.012361758587946543,,
ladder,ningbo,s4d,oracle_per_label_offset,,,,macro_brier,0.041556881513344884,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,733534002|164909002,complete left bundle branch block / left bundle branch block,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,733534002|164909002,complete left bundle branch block / left bundle branch block,,offset,-0.9727490056076259,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,713427006|59118001,complete right bundle branch block / right bundle branch block,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,713427006|59118001,complete right bundle branch block / right bundle branch block,,offset,0.9831056587415162,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,270492004,1st degree av block,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,270492004,1st degree av block,,offset,0.2705057122183499,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,39732003,left axis deviation,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,39732003,left axis deviation,,offset,-2.7112042197600275,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,698252002,nonspecific intraventricular conduction disorder,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,698252002,nonspecific intraventricular conduction disorder,,offset,-0.38095440431871536,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,426783006,sinus rhythm,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,426783006,sinus rhythm,,offset,-5.701454191768858,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,284470004|63593006,premature atrial contraction / supraventricular premature beats,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,284470004|63593006,premature atrial contraction / supraventricular premature beats,,offset,0.12963391920340098,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,164917005,qwave abnormal,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,164917005,qwave abnormal,,offset,0.33132637383493196,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,47665007,right axis deviation,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,47665007,right axis deviation,,offset,-1.5366214280674375,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,426177001,sinus bradycardia,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,426177001,sinus bradycardia,,offset,4.675847755030468,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,427084000,sinus tachycardia,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,427084000,sinus tachycardia,,offset,1.4535151309525765,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,164934002,t wave abnormal,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,164934002,t wave abnormal,,offset,0.35635783086224115,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,59931005,t wave inversion,,slope,1.0,,
rung_parameters,ningbo,s4d,oracle_per_label_offset,59931005,t wave inversion,,offset,2.110498755831388,,
ladder,ningbo,s4d,oracle_per_label_affine,,,,macro_per_label_ece,0.007140696847616645,,
ladder,ningbo,s4d,oracle_per_label_affine,,,,pooled_ece,0.0025197229627037417,,
ladder,ningbo,s4d,oracle_per_label_affine,,,,macro_brier,0.03948274224906919,,
rung_parameters,ningbo,s4d,oracle_per_label_affine,733534002|164909002,complete left bundle branch block / left bundle branch block,,slope,0.8179314326511549,,
